"ST","ASP","GLN","GLT","GLY","PGM","TKT","UNC","Source","UR_num","UR_bool","SampledDate","Number","Label","Year","month","YearMonth"
257,9,2,4,62,4,5,6,"Human",NA,NA,2005-11-17,0,"Human",2005,11,11
48,2,4,1,2,7,1,5,"Human",NA,NA,2005-11-17,0,"Human",2005,11,11
51,7,17,2,15,23,3,12,"Human",NA,NA,2005-07-25,0,"Human",2005,7,7
474,2,4,1,2,2,1,5,"Human",NA,NA,2005-08-16,0,"Human",2005,8,8
53,2,1,21,3,2,1,5,"Human",NA,NA,2005-11-17,0,"Human",2005,11,11
451,2,1,2,3,2,3,5,"Human",NA,NA,2005-10-20,0,"Human",2005,10,10
53,2,1,21,3,2,1,5,"Human",NA,NA,2005-10-20,0,"Human",2005,10,10
61,1,4,2,2,6,3,17,"Human",NA,NA,2005-09-16,0,"Human",2005,9,9
38,2,4,2,2,6,1,5,"Human",NA,NA,2005-10-17,0,"Human",2005,10,10
474,2,4,1,2,2,1,5,"Human",NA,NA,2005-10-17,0,"Human",2005,10,10
474,2,4,1,2,2,1,5,"Human",NA,NA,2005-10-17,0,"Human",2005,10,10
190,2,1,5,3,2,3,5,"Human",NA,NA,2005-10-17,0,"Human",2005,10,10
190,2,1,5,3,2,3,5,"Human",NA,NA,2005-09-16,0,"Human",2005,9,9
3715,2,1,12,3,357,1,5,"Human",NA,NA,2005-10-13,0,"Human",2005,10,10
21,2,1,1,3,2,1,5,"Human",NA,NA,2005-11-11,0,"Human",2005,11,11
257,9,2,4,62,4,5,6,"Human",NA,NA,2005-11-17,0,"Human",2005,11,11
3715,2,1,12,3,357,1,5,"Human",NA,NA,2005-10-13,0,"Human",2005,10,10
1581,129,66,30,82,189,47,17,"Human",NA,NA,2005-11-11,0,"Human",2005,11,11
45,4,7,10,4,1,7,1,"Human",NA,NA,2005-11-14,0,"Human",2005,11,11
474,2,4,1,2,2,1,5,"Human",NA,NA,2005-11-11,0,"Human",2005,11,11
474,2,4,1,2,2,1,5,"Human",NA,NA,2005-11-08,0,"Human",2005,11,11
474,2,4,1,2,2,1,5,"Human",NA,NA,2005-11-08,0,"Human",2005,11,11
474,2,4,1,2,2,1,5,"Human",NA,NA,2005-10-27,0,"Human",2005,10,10
42,1,2,3,4,5,9,3,"Human",NA,NA,2005-11-11,0,"Human",2005,11,11
45,4,7,10,4,1,7,1,"Human",NA,NA,2005-10-06,0,"Human",2005,10,10
2026,10,1,16,19,10,5,7,"Human",NA,NA,2005-10-06,0,"Human",2005,10,10
474,2,4,1,2,2,1,5,"Human",NA,NA,2005-11-11,0,"Human",2005,11,11
50,2,1,12,3,2,1,5,"Human",NA,NA,2005-11-11,0,"Human",2005,11,11
190,2,1,5,3,2,3,5,"Human",NA,NA,2005-11-11,0,"Human",2005,11,11
38,2,4,2,2,6,1,5,"Human",NA,NA,2005-11-11,0,"Human",2005,11,11
354,8,10,2,2,11,12,6,"Human",NA,NA,2005-11-08,0,"Human",2005,11,11
53,2,1,21,3,2,1,5,"Human",NA,NA,2006-01-20,0,"Human",2006,1,13
474,2,4,1,2,2,1,5,"Human",NA,NA,2006-01-20,0,"Human",2006,1,13
50,2,1,12,3,2,1,5,"Human",NA,NA,2006-01-20,0,"Human",2006,1,13
45,4,7,10,4,1,7,1,"Human",NA,NA,2006-01-18,0,"Human",2006,1,13
2026,10,1,16,19,10,5,7,"Human",NA,NA,2006-01-18,0,"Human",2006,1,13
61,1,4,2,2,6,3,17,"Human",NA,NA,2006-01-18,0,"Human",2006,1,13
474,2,4,1,2,2,1,5,"Human",NA,NA,2006-01-18,0,"Human",2006,1,13
45,4,7,10,4,1,7,1,"Human",NA,NA,2006-01-14,0,"Human",2006,1,13
474,2,4,1,2,2,1,5,"Human",NA,NA,2006-01-10,0,"Human",2006,1,13
474,2,4,1,2,2,1,5,"Human",NA,NA,2006-01-10,0,"Human",2006,1,13
21,2,1,1,3,2,1,5,"Human",NA,NA,2006-01-10,0,"Human",2006,1,13
474,2,4,1,2,2,1,5,"Human",NA,NA,2006-01-10,0,"Human",2006,1,13
2140,9,53,2,53,11,3,3,"Human",NA,NA,2006-01-05,0,"Human",2006,1,13
257,9,2,4,62,4,5,6,"Human",NA,NA,2006-01-05,0,"Human",2006,1,13
474,2,4,1,2,2,1,5,"Human",NA,NA,2005-11-03,0,"Human",2005,11,11
42,1,2,3,4,5,9,3,"Human",NA,NA,2005-08-12,0,"Human",2005,8,8
474,2,4,1,2,2,1,5,"Human",NA,NA,2006-01-05,0,"Human",2006,1,13
474,2,4,1,2,2,1,5,"Human",NA,NA,2006-01-05,0,"Human",2006,1,13
403,10,27,16,19,10,5,7,"Human",NA,NA,2006-01-05,0,"Human",2006,1,13
53,2,1,21,3,2,1,5,"Human",NA,NA,2006-01-05,0,"Human",2006,1,13
52,9,25,2,10,22,3,6,"Human",NA,NA,2006-01-05,0,"Human",2006,1,13
50,2,1,12,3,2,1,5,"Human",NA,NA,2005-12-15,0,"Human",2005,12,12
474,2,4,1,2,2,1,5,"Human",NA,NA,2005-12-15,0,"Human",2005,12,12
53,2,1,21,3,2,1,5,"Human",NA,NA,2005-12-15,0,"Human",2005,12,12
53,2,1,21,3,2,1,5,"Human",NA,NA,2005-12-15,0,"Human",2005,12,12
677,10,81,50,99,120,76,52,"Human",NA,NA,2005-12-13,0,"Human",2005,12,12
474,2,4,1,2,2,1,5,"Human",NA,NA,2005-12-09,0,"Human",2005,12,12
45,4,7,10,4,1,7,1,"Human",NA,NA,2005-12-09,0,"Human",2005,12,12
583,4,7,10,4,42,51,1,"Human",NA,NA,2005-12-09,0,"Human",2005,12,12
38,2,4,2,2,6,1,5,"Human",NA,NA,2005-12-09,0,"Human",2005,12,12
257,9,2,4,62,4,5,6,"Human",NA,NA,2005-12-09,0,"Human",2005,12,12
45,4,7,10,4,1,7,1,"Human",NA,NA,2005-12-09,0,"Human",2005,12,12
52,9,25,2,10,22,3,6,"Human",NA,NA,2005-12-09,0,"Human",2005,12,12
474,2,4,1,2,2,1,5,"Human",NA,NA,2005-12-09,0,"Human",2005,12,12
474,2,4,1,2,2,1,5,"Human",NA,NA,2005-12-09,0,"Human",2005,12,12
45,4,7,10,4,1,7,1,"Human",NA,NA,2005-12-09,0,"Human",2005,12,12
42,1,2,3,4,5,9,3,"Human",NA,NA,2005-12-09,0,"Human",2005,12,12
61,1,4,2,2,6,3,17,"Environmental water",NA,NA,2006-08-28,3,"Water",2006,8,20
45,4,7,10,4,1,7,1,"Environmental water",NA,NA,2006-10-02,3,"Water",2006,10,22
3672,236,306,254,339,433,349,255,"Environmental water",NA,NA,2006-10-09,3,"Water",2006,10,22
3673,175,6,216,4,434,7,3,"Environmental water",NA,NA,2006-10-09,3,"Water",2006,10,22
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2006-10-16,3,"Water",2006,10,22
45,4,7,10,4,1,7,1,"Environmental water",NA,NA,2006-10-26,3,"Water",2006,10,22
422,2,1,5,3,2,5,5,"Environmental water",NA,NA,2006-10-26,3,"Water",2006,10,22
694,2,59,4,105,126,25,23,"Environmental water",NA,NA,2006-10-26,3,"Water",2006,10,22
422,2,1,5,3,2,5,5,"Environmental water",NA,NA,2006-10-30,3,"Water",2006,10,22
474,2,4,1,2,2,1,5,"Environmental water",NA,NA,2006-10-30,3,"Water",2006,10,22
177,17,2,8,5,8,2,4,"Environmental water",NA,NA,2006-11-06,3,"Water",2006,11,23
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2006-11-15,3,"Water",2006,11,23
3655,1,6,5,282,261,7,3,"Environmental water",NA,NA,2006-11-15,3,"Water",2006,11,23
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2006-11-15,3,"Water",2006,11,23
3674,27,33,22,49,43,350,31,"Environmental water",NA,NA,2006-12-05,3,"Water",2006,12,24
677,10,81,50,99,120,76,52,"Environmental water",NA,NA,2007-01-29,3,"Water",2007,1,25
3800,175,6,5,282,261,7,262,"Environmental water",NA,NA,2007-03-13,3,"Water",2007,3,27
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2007-03-19,3,"Water",2007,3,27
3675,237,2,254,340,435,349,256,"Environmental water",NA,NA,2006-02-14,3,"Water",2006,2,14
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2007-04-02,3,"Water",2007,4,28
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2007-04-12,3,"Water",2007,4,28
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2007-04-17,3,"Water",2007,4,28
1225,27,33,22,49,43,7,31,"Environmental water",NA,NA,2007-04-24,3,"Water",2007,4,28
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2007-05-02,3,"Water",2007,5,29
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2007-05-09,3,"Water",2007,5,29
42,1,2,3,4,5,9,3,"Environmental water",NA,NA,2007-06-12,3,"Water",2007,6,30
996,2,29,84,48,131,25,57,"Environmental water",NA,NA,2007-06-12,3,"Water",2007,6,30
1225,27,33,22,49,43,7,31,"Environmental water",NA,NA,2007-06-12,3,"Water",2007,6,30
3676,1,307,3,4,5,9,3,"Environmental water",NA,NA,2007-06-18,3,"Water",2007,6,30
3656,175,251,216,282,359,293,3,"Environmental water",NA,NA,2007-06-26,3,"Water",2007,6,30
1225,27,33,22,49,43,7,31,"Environmental water",NA,NA,2007-07-03,3,"Water",2007,7,31
2619,191,251,216,282,359,293,214,"Environmental water",NA,NA,2007-07-09,3,"Water",2007,7,31
3657,27,33,22,104,134,7,31,"Environmental water",NA,NA,2007-07-31,3,"Water",2007,7,31
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2007-08-14,3,"Water",2007,8,32
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2007-08-21,3,"Water",2007,8,32
3655,1,6,5,282,261,7,3,"Environmental water",NA,NA,2007-08-28,3,"Water",2007,8,32
2584,2,1,57,26,127,29,35,"Environmental water",NA,NA,2007-08-28,3,"Water",2007,8,32
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2007-09-04,3,"Water",2007,9,33
436,7,21,5,62,4,61,44,"Environmental water",NA,NA,2007-09-11,3,"Water",2007,9,33
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2007-09-18,3,"Water",2007,9,33
25,4,7,10,1,1,7,1,"Environmental water",NA,NA,2006-03-08,3,"Water",2006,3,15
3804,37,52,57,26,129,29,1,"Environmental water",NA,NA,2006-03-08,3,"Water",2006,3,15
2347,2,4,4,105,10,25,57,"Environmental water",NA,NA,2007-09-25,3,"Water",2007,9,33
3658,1,295,216,282,359,293,102,"Environmental water",NA,NA,2007-10-02,3,"Water",2007,10,34
3538,47,2,4,2,6,5,17,"Environmental water",NA,NA,2007-10-16,3,"Water",2007,10,34
1030,37,4,4,48,13,25,57,"Environmental water",NA,NA,2007-10-23,3,"Water",2007,10,34
3659,37,52,57,26,127,29,1,"Environmental water",NA,NA,2006-03-14,3,"Water",2006,3,15
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2007-11-14,3,"Water",2007,11,35
45,4,7,10,4,1,7,1,"Environmental water",NA,NA,2007-11-27,3,"Water",2007,11,35
45,4,7,10,4,1,7,1,"Environmental water",NA,NA,2007-11-27,3,"Water",2007,11,35
3801,175,318,216,282,359,293,102,"Environmental water",NA,NA,2008-03-06,3,"Water",2008,3,39
1243,81,155,30,163,231,43,93,"Environmental water",NA,NA,2006-03-31,3,"Water",2006,3,15
2619,191,251,216,282,359,293,214,"Environmental water",NA,NA,2008-05-29,3,"Water",2008,5,41
3660,192,295,216,282,359,293,102,"Environmental water",NA,NA,2006-04-04,3,"Water",2006,4,16
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2008-06-17,3,"Water",2008,6,42
1225,27,33,22,49,43,7,31,"Environmental water",NA,NA,2008-06-24,3,"Water",2008,6,42
1956,2,59,4,27,128,25,23,"Environmental water",NA,NA,2008-07-15,3,"Water",2008,7,43
1517,8,10,149,2,11,12,6,"Environmental water",NA,NA,2008-07-22,3,"Water",2008,7,43
45,4,7,10,4,1,7,1,"Environmental water",NA,NA,2008-07-30,3,"Water",2008,7,43
422,2,1,5,3,2,5,5,"Environmental water",NA,NA,2008-07-31,3,"Water",2008,7,43
3640,1,6,5,4,261,7,3,"Environmental water",NA,NA,2008-08-05,3,"Water",2008,8,44
2026,10,1,16,19,10,5,7,"Environmental water",NA,NA,2008-08-05,3,"Water",2008,8,44
38,2,4,2,2,6,1,5,"Environmental water",NA,NA,2008-08-18,3,"Water",2008,8,44
3844,33,283,44,82,189,44,1,"Environmental water",NA,NA,2008-08-15,3,"Water",2008,8,44
10038,1,949,2,2,6,3,17,"Environmental water",NA,NA,2008-08-15,3,"Water",2008,8,44
45,4,7,10,4,1,7,1,"Environmental water",NA,NA,2008-08-26,3,"Water",2008,8,44
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2008-08-26,3,"Water",2008,8,44
45,4,7,10,4,1,7,1,"Environmental water",NA,NA,2008-09-12,3,"Water",2008,9,45
45,4,7,10,4,1,7,1,"Environmental water",NA,NA,2008-09-15,3,"Water",2008,9,45
1225,27,33,22,49,43,7,31,"Environmental water",NA,NA,2006-04-20,3,"Water",2006,4,16
3222,33,283,44,82,189,44,17,"Environmental water",NA,NA,2008-10-08,3,"Water",2008,10,46
422,2,1,5,3,2,5,5,"Environmental water",NA,NA,2008-10-24,3,"Water",2008,10,46
2378,2,15,4,48,356,25,23,"Environmental water",NA,NA,2008-12-09,3,"Water",2008,12,48
1225,27,33,22,49,43,7,31,"Environmental water",NA,NA,2006-04-27,3,"Water",2006,4,16
1225,27,33,22,49,43,7,31,"Environmental water",NA,NA,2006-05-01,3,"Water",2006,5,17
3655,1,6,5,282,261,7,3,"Environmental water",NA,NA,2009-01-21,3,"Water",2009,1,49
991,37,52,57,26,107,29,23,"Environmental water",NA,NA,2009-01-27,3,"Water",2009,1,49
3640,1,6,5,4,261,7,3,"Environmental water",NA,NA,2009-01-27,3,"Water",2009,1,49
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2006-05-01,3,"Water",2006,5,17
3640,1,6,5,4,261,7,3,"Environmental water",NA,NA,2009-02-10,3,"Water",2009,2,50
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2009-03-03,3,"Water",2009,3,51
992,2,59,4,27,126,29,23,"Environmental water",NA,NA,2009-03-03,3,"Water",2009,3,51
829,33,39,30,82,113,43,17,"Environmental water",NA,NA,2009-10-06,3,"Water",2009,10,58
526,2,15,4,27,13,80,23,"Environmental water",NA,NA,2006-05-15,3,"Water",2006,5,17
10109,975,251,216,282,359,293,102,"Environmental water",NA,NA,2009-11-02,3,"Water",2009,11,59
583,4,7,10,4,42,51,1,"Environmental water",NA,NA,2009-11-03,3,"Water",2009,11,59
3661,27,33,22,49,134,7,31,"Environmental water",NA,NA,2006-05-15,3,"Water",2006,5,17
3662,27,33,22,49,43,110,31,"Environmental water",NA,NA,2006-05-15,3,"Water",2006,5,17
3846,1,6,5,332,261,293,3,"Environmental water",NA,NA,2009-11-04,3,"Water",2009,11,59
4497,2,4,4,48,358,25,280,"Environmental water",NA,NA,2010-04-14,3,"Water",2010,4,64
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2010-04-19,3,"Water",2010,4,64
5650,175,6,216,4,261,7,3,"Environmental water",NA,NA,2010-04-20,3,"Water",2010,4,64
3302,130,155,69,113,276,257,67,"Environmental water",NA,NA,2010-06-01,3,"Water",2010,6,66
1225,27,33,22,49,43,7,31,"Environmental water",NA,NA,2010-06-15,3,"Water",2010,6,66
3663,175,6,216,282,261,7,3,"Environmental water",NA,NA,2006-05-31,3,"Water",2006,5,17
45,4,7,10,4,1,7,1,"Environmental water",NA,NA,2010-10-20,3,"Water",2010,10,70
2663,4,7,10,3,1,7,1,"Environmental water",NA,NA,2010-10-20,3,"Water",2010,10,70
1223,27,33,22,49,43,9,31,"Environmental water",NA,NA,2006-06-07,3,"Water",2006,6,18
696,2,1,4,28,58,25,58,"Environmental water",NA,NA,2011-01-17,3,"Water",2011,1,73
1286,95,2,94,127,172,144,114,"Environmental water",NA,NA,2011-01-24,3,"Water",2011,1,73
3659,37,52,57,26,127,29,1,"Environmental water",NA,NA,2006-06-07,3,"Water",2006,6,18
10029,1,6,216,4,2,7,3,"Environmental water",NA,NA,2011-04-06,3,"Water",2011,4,76
10108,974,946,956,950,931,963,952,"Environmental water",NA,NA,2011-04-06,3,"Water",2011,4,76
3662,27,33,22,49,43,110,31,"Environmental water",NA,NA,2006-06-12,3,"Water",2006,6,18
1225,27,33,22,49,43,7,31,"Environmental water",NA,NA,2006-06-12,3,"Water",2006,6,18
1225,27,33,22,49,43,7,31,"Environmental water",NA,NA,2011-04-29,3,"Water",2011,4,76
3663,175,6,216,282,261,7,3,"Environmental water",NA,NA,2006-06-12,3,"Water",2006,6,18
422,2,1,5,3,2,5,5,"Environmental water",NA,NA,2011-07-15,3,"Water",2011,7,79
4336,1,350,5,332,261,293,3,"Environmental water",NA,NA,2011-07-19,3,"Water",2011,7,79
10027,1,597,5,332,261,293,3,"Environmental water",NA,NA,2011-07-20,3,"Water",2011,7,79
50,2,1,12,3,2,1,5,"Environmental water",NA,NA,2006-06-19,3,"Water",2006,6,18
3662,27,33,22,49,43,110,31,"Environmental water",NA,NA,2006-06-25,3,"Water",2006,6,18
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2011-10-19,3,"Water",2011,10,82
3803,27,8,34,6,39,88,3,"Environmental water",NA,NA,2006-07-03,3,"Water",2006,7,19
1225,27,33,22,49,43,7,31,"Environmental water",NA,NA,2012-02-15,3,"Water",2012,2,86
3663,175,6,216,282,261,7,3,"Environmental water",NA,NA,2012-02-28,3,"Water",2012,2,86
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2012-02-28,3,"Water",2012,2,86
177,17,2,8,5,8,2,4,"Environmental water",NA,NA,2006-07-03,3,"Water",2006,7,19
137,4,7,10,4,42,7,1,"Environmental water",NA,NA,2006-07-03,3,"Water",2006,7,19
422,2,1,5,3,2,5,5,"Environmental water",NA,NA,2006-07-11,3,"Water",2006,7,19
3643,27,22,31,18,178,86,16,"Environmental water",NA,NA,2012-05-30,3,"Water",2012,5,89
10036,175,6,5,282,261,7,3,"Environmental water",NA,NA,2012-07-16,3,"Water",2012,7,91
3640,1,6,5,4,261,7,3,"Environmental water",NA,NA,2006-07-11,3,"Water",2006,7,19
3655,1,6,5,282,261,7,3,"Environmental water",NA,NA,2012-07-26,3,"Water",2012,7,91
3640,1,6,5,4,261,7,3,"Environmental water",NA,NA,2012-10-17,3,"Water",2012,10,94
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2012-10-17,3,"Water",2012,10,94
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2006-07-17,3,"Water",2006,7,19
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2012-11-05,3,"Water",2012,11,95
3655,1,6,5,282,261,7,3,"Environmental water",NA,NA,2013-03-18,3,"Water",2013,3,99
692,37,52,57,26,127,29,23,"Environmental water",NA,NA,2013-05-21,3,"Water",2013,5,101
1225,27,33,22,49,43,7,31,"Environmental water",NA,NA,2013-05-23,3,"Water",2013,5,101
682,26,2,9,51,8,46,21,"Environmental water",NA,NA,2013-05-27,3,"Water",2013,5,101
10034,175,251,955,282,359,293,102,"Environmental water",NA,NA,2013-05-27,3,"Water",2013,5,101
10033,175,251,954,282,359,293,102,"Environmental water",NA,NA,2013-05-27,3,"Water",2013,5,101
10032,175,251,953,282,359,293,102,"Environmental water",NA,NA,2013-05-27,3,"Water",2013,5,101
10023,130,944,952,948,929,129,950,"Environmental water",NA,NA,2013-06-11,3,"Water",2013,6,102
10022,130,943,951,947,928,129,949,"Environmental water",NA,NA,2013-06-11,3,"Water",2013,6,102
3802,4,319,10,4,1,7,1,"Environmental water",NA,NA,2006-07-24,3,"Water",2006,7,19
42,1,2,3,4,5,9,3,"Environmental water",NA,NA,2013-11-06,3,"Water",2013,11,107
10021,130,942,950,946,927,129,948,"Environmental water",NA,NA,2013-11-20,3,"Water",2013,11,107
1225,27,33,22,49,43,7,31,"Environmental water",NA,NA,2014-02-26,3,"Water",2014,2,110
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2014-03-03,3,"Water",2014,3,111
2381,175,251,216,282,359,293,102,"Environmental water",NA,NA,2014-03-03,3,"Water",2014,3,111
10080,37,253,29,48,126,25,3,"Environmental water",NA,NA,2014-03-12,3,"Water",2014,3,111
3610,2,1,5,88,2,11,5,"Environmental water",NA,NA,2006-08-07,3,"Water",2006,8,20
474,2,4,1,2,2,1,5,"Environmental water",NA,NA,2006-08-07,3,"Water",2006,8,20
2354,37,4,4,48,13,25,23,"Environmental water",NA,NA,2006-08-14,3,"Water",2006,8,20
3664,37,52,4,26,127,29,23,"Environmental water",NA,NA,2006-08-14,3,"Water",2006,8,20
45,4,7,10,4,1,7,1,"Environmental water",NA,NA,2009-11-02,3,"Water",2009,11,59
1033,2,61,4,64,126,7,23,"Water_bird_wild",NA,NA,2009-02-23,4,"Other",2009,2,50
583,4,7,10,4,42,51,1,"Water_bird_wild",NA,NA,2009-03-09,4,"Other",2009,3,51
45,4,7,10,4,1,7,1,"Water_bird_wild",NA,NA,2009-03-09,4,"Other",2009,3,51
45,4,7,10,4,1,7,1,"Water_bird_wild",NA,NA,2009-03-09,4,"Other",2009,3,51
45,4,7,10,4,1,7,1,"Water_bird_wild",NA,NA,2009-03-09,4,"Other",2009,3,51
45,4,7,10,4,1,7,1,"Water_bird_wild",NA,NA,2008-02-20,4,"Other",2008,2,38
699,37,52,57,26,129,29,23,"Water_bird_wild",NA,NA,2009-06-09,4,"Other",2009,6,54
45,4,7,10,4,1,7,1,"Water_bird_wild",NA,NA,2009-02-23,4,"Other",2009,2,50
1525,2,59,4,27,128,7,23,"Water_bird_wild",NA,NA,2009-06-09,4,"Other",2009,6,54
699,37,52,57,26,129,29,23,"Water_bird_wild",NA,NA,2009-03-23,4,"Other",2009,3,51
699,37,52,57,26,129,29,23,"Water_bird_wild",NA,NA,2009-03-23,4,"Other",2009,3,51
710,37,29,75,48,126,25,23,"Water_bird_wild",NA,NA,2009-03-23,4,"Other",2009,3,51
710,37,29,75,48,126,25,23,"Water_bird_wild",NA,NA,2009-03-23,4,"Other",2009,3,51
526,2,15,4,27,13,80,23,"Water_bird_wild",NA,NA,2009-02-09,4,"Other",2009,2,50
526,2,15,4,27,13,80,23,"Water_bird_wild",NA,NA,2009-02-09,4,"Other",2009,2,50
710,37,29,75,48,126,25,23,"Water_bird_wild",NA,NA,2009-02-23,4,"Other",2009,2,50
995,2,4,84,105,126,25,57,"Water_bird_wild",NA,NA,2009-02-09,4,"Other",2009,2,50
995,2,4,84,105,126,25,57,"Water_bird_wild",NA,NA,2009-02-09,4,"Other",2009,2,50
1255,22,146,4,64,74,25,23,"Water_bird_wild",NA,NA,2009-02-09,4,"Other",2009,2,50
995,2,4,84,105,126,25,57,"Water_bird_wild",NA,NA,2009-02-09,4,"Other",2009,2,50
4339,2,352,84,105,126,25,57,"Water_bird_wild",NA,NA,2009-02-09,4,"Other",2009,2,50
10084,37,52,57,26,129,29,944,"Water_bird_wild",NA,NA,2009-02-09,4,"Other",2009,2,50
2354,37,4,4,48,13,25,23,"Water_bird_wild",NA,NA,2009-02-21,4,"Other",2009,2,50
10083,37,52,57,26,129,29,943,"Water_bird_wild",NA,NA,2009-02-21,4,"Other",2009,2,50
10104,970,4,4,48,129,25,23,"Water_bird_wild",NA,NA,2009-02-23,4,"Other",2009,2,50
1457,2,165,73,147,220,190,104,"Water_bird_wild",NA,NA,2009-02-21,4,"Other",2009,2,50
995,2,4,84,105,126,25,57,"Water_bird_wild",NA,NA,2009-02-21,4,"Other",2009,2,50
2391,2,15,4,48,360,25,23,"Water_bird_wild",NA,NA,2009-02-21,4,"Other",2009,2,50
995,2,4,84,105,126,25,57,"Water_bird_wild",NA,NA,2009-02-21,4,"Other",2009,2,50
2351,10,31,63,129,101,45,49,"Water_bird_wild",NA,NA,2008-09-02,4,"Other",2008,9,45
1223,27,33,22,49,43,9,31,"Water_bird_wild",NA,NA,2008-09-02,4,"Other",2008,9,45
1256,10,8,34,6,39,88,3,"Water_bird_wild",NA,NA,2008-09-02,4,"Other",2008,9,45
45,4,7,10,4,1,7,1,"Water_bird_wild",NA,NA,2009-02-23,4,"Other",2009,2,50
583,4,7,10,4,42,51,1,"Water_bird_wild",NA,NA,2008-09-29,4,"Other",2008,9,45
4524,10,33,61,104,134,7,89,"Water_bird_wild",NA,NA,2008-09-29,4,"Other",2008,9,45
45,4,7,10,4,1,7,1,"Water_bird_wild",NA,NA,2008-09-29,4,"Other",2008,9,45
42,1,2,3,4,5,9,3,"Water_bird_wild",NA,NA,2008-09-29,4,"Other",2008,9,45
1525,2,59,4,27,128,7,23,"Water_bird_wild",NA,NA,2008-09-29,4,"Other",2008,9,45
1525,2,59,4,27,128,7,23,"Water_bird_wild",NA,NA,2008-10-06,4,"Other",2008,10,46
2654,10,31,95,268,101,134,1,"Water_bird_wild",NA,NA,2008-10-06,4,"Other",2008,10,46
1525,2,59,4,27,128,7,23,"Water_bird_wild",NA,NA,2008-10-06,4,"Other",2008,10,46
699,37,52,57,26,129,29,23,"Water_bird_wild",NA,NA,2009-02-23,4,"Other",2009,2,50
1256,10,8,34,6,39,88,3,"Water_bird_wild",NA,NA,2008-10-06,4,"Other",2008,10,46
2351,10,31,63,129,101,45,49,"Water_bird_wild",NA,NA,2008-10-06,4,"Other",2008,10,46
1525,2,59,4,27,128,7,23,"Water_bird_wild",NA,NA,2008-10-06,4,"Other",2008,10,46
1256,10,8,34,6,39,88,3,"Water_bird_wild",NA,NA,2008-10-06,4,"Other",2008,10,46
1525,2,59,4,27,128,7,23,"Water_bird_wild",NA,NA,2008-10-06,4,"Other",2008,10,46
1223,27,33,22,49,43,9,31,"Water_bird_wild",NA,NA,2008-11-03,4,"Other",2008,11,47
1256,10,8,34,6,39,88,3,"Water_bird_wild",NA,NA,2008-11-03,4,"Other",2008,11,47
1956,2,59,4,27,128,25,23,"Water_bird_wild",NA,NA,2008-11-03,4,"Other",2008,11,47
1457,2,165,73,147,220,190,104,"Water_bird_wild",NA,NA,2009-03-09,4,"Other",2009,3,51
5646,18,22,5,18,43,86,16,"Water_bird_wild",NA,NA,2008-11-03,4,"Other",2008,11,47
2351,10,31,63,129,101,45,49,"Water_bird_wild",NA,NA,2008-11-03,4,"Other",2008,11,47
2654,10,31,95,268,101,134,1,"Water_bird_wild",NA,NA,2008-11-03,4,"Other",2008,11,47
2353,10,31,34,47,57,45,1,"Water_bird_wild",NA,NA,2008-11-03,4,"Other",2008,11,47
1256,10,8,34,6,39,88,3,"Water_bird_wild",NA,NA,2009-03-23,4,"Other",2009,3,51
1336,10,33,22,130,43,82,31,"Water_bird_wild",NA,NA,2008-11-03,4,"Other",2008,11,47
10103,969,4,4,48,129,25,23,"Water_bird_wild",NA,NA,2009-03-09,4,"Other",2009,3,51
1457,2,165,73,147,220,190,104,"Water_bird_wild",NA,NA,2009-03-09,4,"Other",2009,3,51
48,2,4,1,2,7,1,5,"Human",NA,NA,2015-01-07,0,"Human",2015,1,121
354,8,10,2,2,11,12,6,"Human",3,"Urban",2015-01-07,0,"Human",2015,1,121
474,2,4,1,2,2,1,5,"Human",NA,NA,2015-01-11,0,"Human",2015,1,121
137,4,7,10,4,42,7,1,"Human",1,"Urban",2015-01-13,0,"Human",2015,1,121
45,4,7,10,4,1,7,1,"Human",NA,NA,2015-01-14,0,"Human",2015,1,121
474,2,4,1,2,2,1,5,"Human",3,"Urban",2015-01-24,0,"Human",2015,1,121
